id,title,year,rated,released,runtime,genre,director,writer,actors,plot,language,awards,poster,ratings,metascore,imdbrating,imdbvotes,imdbid,dvd,boxoffice,production,website 
tt0305711,Just Married,2003,PG-13,2003-01-10,95,"Comedy, Romance",Shawn Levy,Sam Harper,"Ashton Kutcher, Brittany Murphy, Christian Kane, David Moscow","A young newlywed couple honeymoon in Europe, where obstacles challenge their ability to sustain the marriage.","English, Italian, French, German",9 nominations.,https://m.media-amazon.com/images/M/MV5BMTk1MzM4NzUzNl5BMl5BanBnXkFtZTcwMDQyMDczMw@@._V1_SX300.jpg,,28,5.5,658420,tt0305711,2007-05-07,,https://m.media-amazon.com/images/M/MV5BMTk1MzM4NzUzNl5BMl5BanBnXkFtZTcwMDQyMDczMw@@._V1_SX300.jpg,
tt0314331,Love Actually,2003,R,2003-11-14,135,"Comedy, Drama, Romance",Richard Curtis,Richard Curtis,"Bill Nighy, Gregor Fisher, Rory MacGregor, Colin Firth","Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.","English, Portuguese, French",Nominated for 2 Golden Globes. Another 10 wins & 27 nominations.,https://m.media-amazon.com/images/M/MV5BMTY4NjQ5NDc0Nl5BMl5BanBnXkFtZTYwNjk5NDM3._V1_SX300.jpg,64.0,55,7.6,4078680,tt0314331,2004-04-27,59365105,https://m.media-amazon.com/images/M/MV5BMTY4NjQ5NDc0Nl5BMl5BanBnXkFtZTYwNjk5NDM3._V1_SX300.jpg,
tt0337741,Something's Gotta Give,2003,PG-13,2003-12-12,128,"Comedy, Drama, Romance",Nancy Meyers,Nancy Meyers,"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances McDormand",A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,"English, French",Nominated for 1 Oscar. Another 8 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BODYyNmRlNDMtYzg1Zi00NzlhLWI4ZDMtZWUwOTQzMDZiYTQyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,72.0,66,6.7,1070440,tt0337741,2004-03-30,121400000,https://m.media-amazon.com/images/M/MV5BODYyNmRlNDMtYzg1Zi00NzlhLWI4ZDMtZWUwOTQzMDZiYTQyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,
tt0328589,Under the Tuscan Sun,2003,PG-13,2003-09-26,113,"Comedy, Drama, Romance",Audrey Wells,"Frances Mayes (book), Audrey Wells (screen story), Audrey Wells (screenplay)","Diane Lane, Sandra Oh, Lindsay Duncan, Raoul Bova",A writer impulsively buys a villa in Tuscany in order to change her life.,"English, Italian, Polish, French, Spanish, German",Nominated for 1 Golden Globe. Another 4 nominations.,https://m.media-amazon.com/images/M/MV5BOGY5ZjQ4M2ItMjQ0NC00NjY4LWIwYmEtMTIxNzFmNjA4YmJlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,62.0,52,6.7,444920,tt0328589,2004-02-03,43452354,https://m.media-amazon.com/images/M/MV5BOGY5ZjQ4M2ItMjQ0NC00NjY4LWIwYmEtMTIxNzFmNjA4YmJlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,
tt0286788,What a Girl Wants,2003,PG,2003-04-04,105,"Comedy, Drama, Family, Romance",Dennie Gordon,"William Douglas-Home (play), William Douglas-Home, Jenny Bicks (screenplay), Elizabeth Chandler (screenplay)","Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins","An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election.",English,1 win.,https://m.media-amazon.com/images/M/MV5BOTllOWQyNzktMTE5OS00NzJkLTgyYjUtNjIwY2Y4OThhNjgxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,35.0,41,5.8,568930,tt0286788,2003-08-05,35990505,https://m.media-amazon.com/images/M/MV5BOTllOWQyNzktMTE5OS00NzJkLTgyYjUtNjIwY2Y4OThhNjgxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0337563,13 Going on 30,2004,PG-13,2004-04-23,98,"Comedy, Fantasy, Romance",Gary Winick,"Josh Goldsmith, Cathy Yuspa","Jennifer Garner, Mark Ruffalo, Judy Greer, Andy Serkis","A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.","English, Portuguese",11 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1NzI5NTkwMF5BMl5BanBnXkFtZTYwOTA4NzY2._V1_SX300.jpg,65.0,57,6.1,1565800,tt0337563,2006-02-07,54600000,https://m.media-amazon.com/images/M/MV5BMjE1NzI5NTkwMF5BMl5BanBnXkFtZTYwOTA4NzY2._V1_SX300.jpg,
tt0343660,50 First Dates,2004,PG-13,2004-02-13,99,"Comedy, Drama, Romance",Peter Segal,George Wing,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin","Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.","English, Hawaiian, Mandarin, None",6 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_SX300.jpg,45.0,48,6.8,3123980,tt0343660,2004-06-15,120776832,https://m.media-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_SX300.jpg,
tt0343135,Along Came Polly,2004,PG-13,2004-01-16,90,"Comedy, Romance",John Hamburg,John Hamburg,"Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman, Debra Messing",A buttoned-up newlywed finds his strictly organized life descend into chaos when he falls in love with an old classmate.,"English, Spanish",1 win & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTcxMDMwODg3Nl5BMl5BanBnXkFtZTYwMTM4NTY3._V1_SX300.jpg,26.0,44,6.0,1218000,tt0343135,2004-06-08,87856565,https://m.media-amazon.com/images/M/MV5BMTcxMDMwODg3Nl5BMl5BanBnXkFtZTYwMTM4NTY3._V1_SX300.jpg,
tt0491639,From Bollywood to Hollywood: The Making of 'Bride and Prejudice',2004,,2004-02-14,,"Short, Crime",Albert Sharpe,N/A,"Gurinder Chadha, Martin Henderson, Aishwarya Rai Bachchan",N/A,English,,,,,6.3,250,tt0491639,,,,
tt0317198,Bridget Jones: The Edge of Reason,2004,R,2004-11-19,108,"Comedy, Drama, Romance",Beeban Kidron,"Helen Fielding (novel), Andrew Davies (screenplay), Helen Fielding (screenplay), Richard Curtis (screenplay), Adam Brooks (screenplay)","Renée Zellweger, Gemma Jones, Jim Broadbent, James Faulkner","After finding love, Bridget Jones (Renée Zellweger) questions if she really has everything she's dreamed of having.","English, German, Thai",Nominated for 1 Golden Globe. Another 10 nominations.,https://m.media-amazon.com/images/M/MV5BOTJlNWQxZjctYmE3ZS00OTc0LWE2M2ItNzQwNmYyMjU4NDNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,28.0,44,6.0,1009420,tt0317198,2005-03-22,40203020,https://m.media-amazon.com/images/M/MV5BOTJlNWQxZjctYmE3ZS00OTc0LWE2M2ItNzQwNmYyMjU4NDNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0360139,Chasing Liberty,2004,PG-13,2004-01-09,111,"Comedy, Romance",Andy Cadiff,"Derek Guiley, David Schneiderman","Mandy Moore, Stark Sands, Tony Jayawardena, Jeremy Piven",Anna wants to be like other girls her age (18): date a guy etc. but she's the US president's daughter and always guarded. In Prague he breaks his promise of only 2 agents following her to a concert and she runs away with Ben to see Europe.,"English, French, German, Hebrew, Italian, Spanish",5 nominations.,https://m.media-amazon.com/images/M/MV5BMTU2MTg5NDg4N15BMl5BanBnXkFtZTYwMjQ1NDI3._V1_SX300.jpg,,46,6.1,350500,tt0360139,2004-09-28,,,
tt0356470,A Cinderella Story,2004,PG,2004-07-16,95,"Comedy, Family, Romance",Mark Rosman,Leigh Dunlap,"Hilary Duff, Jennifer Coolidge, Chad Michael Murray, Dan Byrd","Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.","English, German, Czech",6 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1_SX300.jpg,12.0,25,5.9,774630,tt0356470,2004-10-19,51100000,https://m.media-amazon.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1_SX300.jpg,
tt0372884,Eating Out,2004,Unrated,2012-02-24,90,"Comedy, Drama, Romance",Q. Allan Brocka,Q. Allan Brocka,"Rebekah Kochan, Scott Lunsford, Jim Verraros, Natalie Burge","After getting dumped by his slutty girlfriend, Caleb falls in love with Gwen. However, thanks to Caleb's roommate, Gwen thinks he's gay and sets him up with her roommate, Marc.",English,10 wins.,https://m.media-amazon.com/images/M/MV5BMTY2NDI3MjMzMl5BMl5BanBnXkFtZTcwOTEwMjAzMQ@@._V1_SX300.jpg,16.0,28,5.8,57750,tt0372884,2005-07-26,,https://m.media-amazon.com/images/M/MV5BMTY2NDI3MjMzMl5BMl5BanBnXkFtZTcwOTEwMjAzMQ@@._V1_SX300.jpg,
tt0337697,The Prince and Me,2004,PG,2004-04-02,111,"Comedy, Family, Romance",Martha Coolidge,"Mark Amin (story), Katherine Fugate (story), Jack Amiel (screenplay), Michael Begler (screenplay), Katherine Fugate (screenplay)","Julia Stiles, Luke Mably, Ben Miller, Miranda Richardson","At college Paige meets Eddie, a fellow student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and he follows her back to school with a plan.","English, Danish, German",1 nomination.,https://m.media-amazon.com/images/M/MV5BYTllMGQzZGQtNzZmMy00ZjA2LWExNzMtYjViNGU4YzRmNGE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,28.0,47,5.9,362850,tt0337697,2004-08-10,28108440,https://m.media-amazon.com/images/M/MV5BYTllMGQzZGQtNzZmMy00ZjA2LWExNzMtYjViNGU4YzRmNGE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0252028,Surviving Christmas,2004,PG-13,2004-10-22,91,"Comedy, Romance",Mike Mitchell,"Deborah Kaplan (story), Harry Elfont (story), Deborah Kaplan (screenplay), Harry Elfont (screenplay), J.R. Ventimilia (screenplay), Joshua Sternin (screenplay)","Ben Affleck, James Gandolfini, Christina Applegate, Catherine O'Hara","A lonely, obnoxious young millionaire pays a family to spend Christmas with him.","English, Spanish",2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTcwMTI4MTY3Ml5BMl5BanBnXkFtZTcwOTUzMjcyMQ@@._V1_SX300.jpg,7.0,19,5.4,216880,tt0252028,2004-12-21,11198345,https://m.media-amazon.com/images/M/MV5BMTcwMTI4MTY3Ml5BMl5BanBnXkFtZTcwOTUzMjcyMQ@@._V1_SX300.jpg,
tt0298148,Shrek 2,2004,PG,2004-05-19,93,"Animation, Adventure, Comedy, Family, Fantasy, Romance","Andrew Adamson, Kelly Asbury, Conrad Vernon","William Steig (based upon the book by), Andrew Adamson (story by), Andrew Adamson (screenplay by), Joe Stillman (screenplay by), J. David Stem (screenplay by), David N. Weiss (screenplay by), Cody Cameron (additional dialogue), Walt Dohrn (additional dialogue), Chris Miller (additional dialogue), David P. Smith (additional dialogue), Conrad Vernon (additional dialogue)","Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews",Princess Fiona's (Cameron Diaz's) parents invite her and Shrek (Mike Myers) to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.,English,Nominated for 2 Oscars. Another 18 wins & 50 nominations.,https://m.media-amazon.com/images/M/MV5BMDJhMGRjN2QtNDUxYy00NGM3LThjNGQtMmZiZTRhNjM4YzUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,89.0,75,7.2,3994760,tt0298148,2004-11-02,436471036,https://m.media-amazon.com/images/M/MV5BMDJhMGRjN2QtNDUxYy00NGM3LThjNGQtMmZiZTRhNjM4YzUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0335559,Win a Date with Tad Hamilton!,2004,PG-13,2004-01-23,95,"Comedy, Romance",Robert Luketic,Victor Levin,"Kate Bosworth, Topher Grace, Josh Duhamel, Nathan Lane","A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend.",English,8 nominations.,https://m.media-amazon.com/images/M/MV5BMTM0ODcyNjA4NF5BMl5BanBnXkFtZTcwMjM3NjQyMQ@@._V1_SX300.jpg,53.0,52,5.6,258000,tt0335559,2004-04-20,16899058,https://m.media-amazon.com/images/M/MV5BMTM0ODcyNjA4NF5BMl5BanBnXkFtZTcwMjM3NjQyMQ@@._V1_SX300.jpg,
tt0405422,The 40-Year-Old Virgin,2005,R,2005-08-19,116,"Comedy, Romance",Judd Apatow,"Judd Apatow, Steve Carell","Steve Carell, Catherine Keener, Paul Rudd, Romany Malco","Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.","English, Spanish, Japanese",10 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMTNjYTA1NDMtZGZmZi00MTdiLThjZTMtZWU1MGYyZjZkNzgxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,85.0,73,7.1,3766680,tt0405422,2005-12-13,109243478,https://m.media-amazon.com/images/M/MV5BMTNjYTA1NDMtZGZmZi00MTdiLThjZTMtZWU1MGYyZjZkNzgxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,
tt0332047,Fever Pitch,2005,PG-13,2005-04-08,104,"Comedy, Drama, Romance, Sport","Bobby Farrelly, Peter Farrelly","Lowell Ganz (screenplay), Babaloo Mandel (screenplay), Nick Hornby (novel)","Drew Barrymore, Jimmy Fallon, Jason Spevack, Jack Kehler",Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.,English,9 nominations.,https://m.media-amazon.com/images/M/MV5BMTMyNTE4ODA2N15BMl5BanBnXkFtZTcwNzg5ODUyMw@@._V1_SX300.jpg,65.0,56,6.2,411060,tt0332047,2005-09-13,41966965,https://m.media-amazon.com/images/M/MV5BMTMyNTE4ODA2N15BMl5BanBnXkFtZTcwNzg5ODUyMw@@._V1_SX300.jpg,
tt0386588,Hitch,2005,PG-13,2005-02-11,118,"Comedy, Romance",Andy Tennant,Kevin Bisch,"Will Smith, Eva Mendes, Kevin James, Amber Valletta","While helping his latest client woo the woman of his dreams, a professional ""date doctor"" finds that his game doesn't quite work on the gossip columnist with whom he's smitten.",English,4 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BNzYyNzM2NzM2NF5BMl5BanBnXkFtZTcwNjg5NTQzMw@@._V1_SX300.jpg,68.0,58,6.6,2854050,tt0386588,2005-06-14,177575142,https://m.media-amazon.com/images/M/MV5BNzYyNzM2NzM2NF5BMl5BanBnXkFtZTcwNjg5NTQzMw@@._V1_SX300.jpg,
tt1541818,Imagine Me,2005,,2005-11-01,8,"Short, Drama",Michael Cox,Michael Cox,N/A,A teenage boy is mortified when his mother catches him alone in his bedroom... rehearsing with himself. He plans to win the Academy Award but his mom just wants him to get a job. Undeterred he shoots for the stars.,English,,,,,,,tt1541818,,,,
tt0433400,Just Friends,2005,PG-13,2005-11-23,96,"Comedy, Romance",Roger Kumble,Adam 'Tex' Davis,"Ryan Reynolds, Amy Smart, Anna Faris, Chris Klein","While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with -- a woman whose rejection of him turned him into a ferocious womanizer.",English,3 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0Mzg2NjUzMl5BMl5BanBnXkFtZTcwNDg2ODUzMQ@@._V1_SX300.jpg,42.0,47,6.2,1012980,tt0433400,2006-03-07,32596916,https://m.media-amazon.com/images/M/MV5BMjA0Mzg2NjUzMl5BMl5BanBnXkFtZTcwNDg2ODUzMQ@@._V1_SX300.jpg,
tt0425123,Just Like Heaven,2005,PG-13,2005-09-16,95,"Comedy, Drama, Fantasy, Romance",Mark Waters,"Peter Tolan (screenplay), Leslie Dixon (screenplay), Marc Lévy (novel)","Reese Witherspoon, Mark Ruffalo, Donal Logue, Dina Spybey-Waters",A lonely landscape architect falls for the spirit of the beautiful woman who used to live in his new apartment.,"English, Spanish, Mandarin",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTk0Njk2OTY2N15BMl5BanBnXkFtZTcwNTAxNjAzMQ@@._V1_SX300.jpg,55.0,47,6.7,958020,tt0425123,2006-02-07,48291624,https://m.media-amazon.com/images/M/MV5BMTk0Njk2OTY2N15BMl5BanBnXkFtZTcwNTAxNjAzMQ@@._V1_SX300.jpg,
tt0412922,Little Manhattan,2005,PG,2006-01-05,90,"Comedy, Family, Romance",Mark Levin,Jennifer Flackett,"Josh Hutcherson, Charlotte Ray Rosenberg, Bradley Whitford, Cynthia Nixon",A 10-year-old boy and an 11-year-old girl find love in New York City.,English,,https://m.media-amazon.com/images/M/MV5BMTg3NzEzNzE0N15BMl5BanBnXkFtZTcwNjMxMjEzMQ@@._V1_SX300.jpg,77.0,52,7.5,215700,tt0412922,2006-04-04,378710,https://m.media-amazon.com/images/M/MV5BMTg3NzEzNzE0N15BMl5BanBnXkFtZTcwNjMxMjEzMQ@@._V1_SX300.jpg,
tt0391304,A Lot Like Love,2005,PG-13,2005-04-22,107,"Comedy, Drama, Romance",Nigel Cole,Colin Patrick Lynch,"Amanda Peet, Ashton Kutcher, Taryn Manning, Aimee Garcia",Unaquainted Emily and Oliver join the mile high club together on the way from LAX to NYC - end of story except they meet on and off the next 7 years. Are they meant for each other?,"English, American Sign Language",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTQyMjU1MTYxNl5BMl5BanBnXkFtZTcwMjI2MjgyMQ@@._V1_SX300.jpg,41.0,48,6.6,657650,tt0391304,2005-08-23,21835784,https://m.media-amazon.com/images/M/MV5BMTQyMjU1MTYxNl5BMl5BanBnXkFtZTcwMjI2MjgyMQ@@._V1_SX300.jpg,
tt0369735,Monster-in-Law,2005,PG-13,2005-05-13,101,"Comedy, Romance",Robert Luketic,Anya Kochoff,"Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes","The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship.",English,1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BYTcwYjA1NGItM2YyYy00MmE4LTkxMzItYWNiZWRkNDFjNmE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,18.0,31,5.5,542740,tt0369735,2005-08-30,82820167,https://m.media-amazon.com/images/M/MV5BYTcwYjA1NGItM2YyYy00MmE4LTkxMzItYWNiZWRkNDFjNmE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0417001,Must Love Dogs,2005,PG-13,2005-07-29,98,"Comedy, Romance",Gary David Goldberg,"Claire Cook (novel), Gary David Goldberg (screenplay)","Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer","A forty-something preschool teacher looks to the personals for a change of pace and a relationship, with hilarious results.","English, Armenian",1 nomination.,https://m.media-amazon.com/images/M/MV5BOTU0ODA0NTM1OF5BMl5BanBnXkFtZTcwODE0MTkyMQ@@._V1_SX300.jpg,36.0,46,5.9,297790,tt0417001,2005-12-20,43800000,https://m.media-amazon.com/images/M/MV5BOTU0ODA0NTM1OF5BMl5BanBnXkFtZTcwODE0MTkyMQ@@._V1_SX300.jpg,
tt0398375,Rumor Has It...,2005,PG-13,2005-12-25,97,"Comedy, Drama, Romance",Rob Reiner,Ted Griffin,"Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo","Sarah Huttinger is a woman who learns that her family was the inspiration for the book and film ""The Graduate"" -- and that she just might be the offspring of the well-documented event.","English, Spanish",,https://m.media-amazon.com/images/M/MV5BOTg3Njk2NTIxNF5BMl5BanBnXkFtZTcwNTc4MTEzMw@@._V1_SX300.jpg,19.0,35,5.5,511040,tt0398375,2006-05-09,42900000,https://m.media-amazon.com/images/M/MV5BOTg3Njk2NTIxNF5BMl5BanBnXkFtZTcwNTc4MTEzMw@@._V1_SX300.jpg,
tt0396269,Wedding Crashers,2005,R,2005-07-15,119,"Comedy, Romance",David Dobkin,"Steve Faber, Bob Fisher","Owen Wilson, Vince Vaughn, Christopher Walken, Rachel McAdams","John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",English,11 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BZmJkNzViYjYtZWZlNy00OGE4LWI2MzUtYTcwNjY3Y2MyODIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,75.0,64,6.9,3220690,tt0396269,2006-01-03,209218368,https://m.media-amazon.com/images/M/MV5BZmJkNzViYjYtZWZlNy00OGE4LWI2MzUtYTcwNjY3Y2MyODIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,
tt0372532,The Wedding Date,2005,PG-13,2005-02-04,90,"Comedy, Romance",Clare Kilner,"Elizabeth Young (book), Dana Fox (screenplay)","Debra Messing, Dermot Mulroney, Amy Adams, Jack Davenport","Single-girl anxiety causes Kat Ellis to hire a male escort to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancé, who dumped her a couple years prior, proves to be her undoing.",English,,https://m.media-amazon.com/images/M/MV5BMTUwMzgzMTM4M15BMl5BanBnXkFtZTcwNzI1MTgyMQ@@._V1_SX300.jpg,11.0,32,6.2,463790,tt0372532,2005-08-16,32000000,https://m.media-amazon.com/images/M/MV5BMTUwMzgzMTM4M15BMl5BanBnXkFtZTcwNzI1MTgyMQ@@._V1_SX300.jpg,
tt0452594,The Break-Up,2006,PG-13,2006-06-02,106,"Comedy, Drama, Romance",Peyton Reed,"Jeremy Garelick (screenplay), Jay Lavender (screenplay), Vince Vaughn (story), Jeremy Garelick (story), Jay Lavender (story)","Vince Vaughn, Jennifer Aniston, Joey Lauren Adams, Cole Hauser","In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",English,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BOTM1YjVhNTMtZTEyZi00ODk3LWI4NDItZWUyZTA1ODM3Zjk4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,34.0,45,5.8,1206200,tt0452594,2006-10-17,118683135,https://m.media-amazon.com/images/M/MV5BOTM1YjVhNTMtZTEyZi00ODk3LWI4NDItZWUyZTA1ODM3Zjk4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,
tt0795376,Eating Out 2: Sloppy Seconds,2006,Not Rated,2007-07-05,79,"Comedy, Romance",Phillip J. Bartell,"Phillip J. Bartell, Q. Allan Brocka","Jim Verraros, Emily Brooke Hands, Rebekah Kochan, Brett Chukerman","After Marc dumps him, Kyle unites with Gwen and Tiffani to land sexually confused art model Troy by pretending to be straight. However, Marc wants Troy, too, and members from a notorious ""ex-gay"" group are slipping for the both of them.",English,,https://m.media-amazon.com/images/M/MV5BMTczNjIzOTU4Nl5BMl5BanBnXkFtZTcwNzc0MzI4Mg@@._V1_SX300.jpg,44.0,39,6.2,35140,tt0795376,2007-06-05,,https://m.media-amazon.com/images/M/MV5BMTczNjIzOTU4Nl5BMl5BanBnXkFtZTcwNzc0MzI4Mg@@._V1_SX300.jpg,
tt0427229,Failure to Launch,2006,PG-13,2006-03-10,97,"Comedy, Romance",Tom Dey,"Tom J. Astle, Matt Ember","Matthew McConaughey, Sarah Jessica Parker, Zooey Deschanel, Justin Bartha",A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.,English,5 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0OTc2MDQ3NV5BMl5BanBnXkFtZTcwNDUwMjEzMw@@._V1_SX300.jpg,24.0,47,5.6,696480,tt0427229,2006-06-27,88658172,https://m.media-amazon.com/images/M/MV5BMTg0OTc2MDQ3NV5BMl5BanBnXkFtZTcwNDUwMjEzMw@@._V1_SX300.jpg,
tt0457939,The Holiday,2006,PG-13,2006-12-08,136,"Comedy, Romance",Nancy Meyers,Nancy Meyers,"Cameron Diaz, Kate Winslet, Jude Law, Jack Black","Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.",English,2 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTI1MDk4MzA2OF5BMl5BanBnXkFtZTYwMjQ3NDc3._V1_SX300.jpg,49.0,52,6.9,2314370,tt0457939,2007-03-13,63224849,https://m.media-amazon.com/images/M/MV5BMTI1MDk4MzA2OF5BMl5BanBnXkFtZTYwMjQ3NDc3._V1_SX300.jpg,
tt0397078,Just My Luck,2006,PG-13,2006-05-12,103,"Comedy, Fantasy, Romance",Donald Petrie,"I. Marlene King (screenplay), Amy Harris (screenplay), Jonathan Bernstein (story), Mark Blackwell (story), James Greer (story), I. Marlene King (story)","Lindsay Lohan, Chris Pine, Samaire Armstrong, Bree Turner","Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",English,7 nominations.,https://m.media-amazon.com/images/M/MV5BMTk0MTE4ODIwNl5BMl5BanBnXkFtZTYwNzkyMDk2._V1_SX300.jpg,14.0,29,5.4,520220,tt0397078,2006-08-22,17229124,https://m.media-amazon.com/images/M/MV5BMTk0MTE4ODIwNl5BMl5BanBnXkFtZTYwNzkyMDk2._V1_SX300.jpg,
tt0408985,Last Holiday,2006,PG-13,2006-01-13,112,"Comedy, Romance",Wayne Wang,"Jeffrey Price (screenplay), Peter S. Seaman (screenplay), J.B. Priestley","Queen Latifah, LL Cool J, Timothy Hutton, Giancarlo Esposito","Upon learning of a terminal illness, a shy woman decides to sell off all her possessions and live it up at a posh European hotel.","English, French",7 nominations.,https://m.media-amazon.com/images/M/MV5BMzY4ZjcxOTItNWQwOC00MmMxLTkzMjYtZmQwMTJiMGY5Y2JlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,56.0,52,6.4,271830,tt0408985,2006-05-02,38360195,https://m.media-amazon.com/images/M/MV5BMzY4ZjcxOTItNWQwOC00MmMxLTkzMjYtZmQwMTJiMGY5Y2JlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,
tt0463034,"You, Me and Dupree",2006,PG-13,2006-07-14,110,"Comedy, Romance","Anthony Russo, Joe Russo",Michael LeSieur,"Owen Wilson, Kate Hudson, Matt Dillon, Michael Douglas","A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance.",English,3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTUxOTg0MzczOV5BMl5BanBnXkFtZTcwODk1MTQzMQ@@._V1_SX300.jpg,20.0,46,5.6,763700,tt0463034,2006-11-21,75604320,https://m.media-amazon.com/images/M/MV5BMTUxOTg0MzczOV5BMl5BanBnXkFtZTcwODk1MTQzMQ@@._V1_SX300.jpg,
